tweet,class,words,polarity,emotion
 ¿Cuánto dinero ganas en un minuto y cómo se compara eso con un jugador de baloncesto profesional?,Non-depressed,17,neutral,others
 estar ahí algo así como el liderazgo femenino y por qué es importante una de las preguntas de una entrevista reciente,Non-depressed,21,neutral,others
" para ser verdaderamente objetivos, tenemos que estar dispuestos a molestar a aquellos con quienes deseamos ser honestos, incluidos nosotros mismos",Non-depressed,20,positive,others
 debe haber una verificación de antecedentes antes de que la Asociación Nacional del Rifle pueda comprar un senador,Non-depressed,18,neutral,others
 escuchar ser escuchar lo que ser decir escuchar ser escuchar lo ser no decir,Non-depressed,14,neutral,others
" si todos los miembros de una empresa no crecen juntos, crecerán separados",Non-depressed,12,neutral,others
 mi corazón está con todos los afectados por la explosión en boston no puedo creer el mundo en el que vivimos,Non-depressed,21,negative,surprise
 presentar mis respetos a aquellos que dan el máximo sacrificio en el cementerio de arlington,Non-depressed,15,positive,joy
 Sé que este mensaje no se difundiría sin la generosidad de los demás. Me enorgullece marchar contigo para inspirar y cambiar nuestro mundo.,Non-depressed,23,positive,joy
" nadie puede liderar una empresa, nosotros podemos dirigir o administrar una empresa, pero solo podemos liderar personas",Non-depressed,17,neutral,others
 ser como pequeñas comunidades capaces de crear una cultura que sirva de ejemplo de cómo debemos vivir los demás,Non-depressed,19,positive,others
 cenar en swine con dos de mis personas favoritas p.d. la hamburguesa y el cerdo,Non-depressed,15,positive,joy
romper con las formas tradicionales de conningeri significa vender para tratar a los clientes con más respeto,Non-depressed,17,neutral,others
 la pasión por cambiar el mundo para mejor ser una fuerza más poderosa que la defensa para mantenerlo igual,Non-depressed,19,positive,others
 las autoridades mueren cuando mueren los líderes viven a través de todos aquellos a quienes inspiran,Non-depressed,16,neutral,others
" acaba de terminar una mudanza con veteranos de mudanzas, la mejor compañía de mudanzas de Nueva York, tan buenas buenas personas si usted",Non-depressed,23,positive,joy
 los malos líderes se preocupan por quién tiene la razón los buenos líderes se preocupan por lo que está bien,Non-depressed,20,negative,others
 seamos demasiado rápidos en sacrificar personas para proteger el número grandes líderes seamos más dispuestos a sacrificar el número para proteger a las personas,Non-depressed,24,neutral,others
 toda mentira llega a su fin la verdad sin embargo dura para siempre,Non-depressed,13,neutral,others
 de que sirve tener barriga si en ella no hay fuego despierta bebe tu pasion enciende un fósforo y ponte a trabajar,Non-depressed,22,neutral,others
 dono mi cumpleaños para ayudar a más de 800 personas que no tienen agua potable limpia únete a mí y dona,Non-depressed,21,neutral,joy
significa mucho renunciar a algo para ayudar a otros únete a mí y promete tu cumpleaños para ayudar a quienes no tienen agua potable,Non-depressed,24,neutral,others
 renuncie a la empresa empresarial por una empresa de aventura empresarial solo tenga éxito si gana dinero la aventura tiene éxito independientemente,Non-depressed,22,neutral,others
 en el estudio disparar para la nueva y mejorar por qué la universidad,Non-depressed,13,neutral,others
" si tiene que despedir a alguien, probablemente no debería haberlo contratado en primer lugar",Non-depressed,14,neutral,others
" con demasiada frecuencia pensamos en el gobierno como pensamos en el servicio al cliente, solo pensamos que es bueno cuando obtenemos lo que queremos",Non-depressed,24,neutral,others
el coraje del liderazgo es dar a otros la oportunidad de tener éxito aunque usted tenga la responsabilidad si fallan,Non-depressed,20,neutral,others
" nos convertimos en líderes el día que decidimos ayudar a las personas a crecer, no a ser numerosas",Non-depressed,18,positive,joy
" cuanto más desconectamos nuestros dispositivos, más nos volvemos a conectar con gente divertida",Non-depressed,13,positive,joy
" la palabra koycazans inspira, pero comparte el video, no cambies, trabajemos todos para ser un poco más amables con quienes nos rodean",Non-depressed,22,positive,others
 ¿Cuándo comienza a convertirse en una buena práctica comercial despedir a miles y dar un bono promedio de 121900 en el mismo año?,Non-depressed,23,neutral,others
 una vez se combinen y se convertirán en la aerolínea mala más grande del país,Non-depressed,15,negative,others
" A menudo pido consejos sobre hablar en público, así que elaboramos una guía para compartir las cosas que he aprendido.",Non-depressed,20,neutral,others
 lección de liderazgo de ninguno de nosotros tendría éxito si no fuera por el apoyo de los demás,Non-depressed,18,neutral,others
" El fracaso no debe estar atado al dinero, es una mentalidad. El fracaso es cuando aceptamos lo que se nos da.",Non-depressed,21,negative,others
 mi teclado sea mi mejor amigo hoy sea mi novia y mi hijo sea mi comida y agua sea todo,Non-depressed,20,neutral,others
ayudar a combatir la condición que crean Sandy et al aquí hay un consejo simple para reducir nuestra huella de carbono,Non-depressed,21,neutral,others
 el exceso engendra una arrogancia y un despilfarro que sólo la privación puede humillar,Non-depressed,14,negative,anger
 Solo las empresas que operan en un entorno de ética cuestionable sentirían la necesidad de anunciar cuán éticos son.,Non-depressed,19,negative,others
 los malos líderes pueden editar la verdad por temor a causar incomodidad los buenos líderes aceptan que la verdad a menudo sea incómoda,Non-depressed,23,negative,others
 Me encanta cuando uno de mis ídolos entrevista a otro de mis ídolos.,Non-depressed,13,positive,joy
 la habilidad de proactuar estar en una situación reciente que me recuerda el increíble valor de aprender a proactuar,Non-depressed,19,positive,others
 la pasión de cambiar el mundo para mejor ser una fuerza más poderosa que la defensa para mantenerlo igual,Non-depressed,19,positive,others
"un buen recordatorio para todos nosotros, la constitución protege nuestra privacidad de la mirada indiscreta del gobierno, no de la empresa",Non-depressed,21,neutral,others
 los innovadores sean aquellos cuyo sueño sea más claro para ellos que la realidad que les diga que están locos,Non-depressed,20,positive,joy
 arrogancia pensar en algo ser perfecto después del primer borrador humildad saber que siempre hay margen de mejora,Non-depressed,18,neutral,others
 la lealtad sea un impulso para defender a alguien incluso cuando no esté allí para defenderse a sí mismo,Non-depressed,19,neutral,others
" en tiempos difíciles, el número nunca se apresurará a salvar a la gente, así que protegerá a la gente",Non-depressed,19,neutral,others
 demasiadas empresas preferirían dejarnos para salvar el número en lugar de dejar el número para salvarnos,Non-depressed,16,negative,others
" el mejor apoyo que podamos obtener vendrá de aquellos que nos aman, no de aquellos que nos dicen cuándo se nos acabó el tiempo",Non-depressed,24,neutral,others
 las relaciones son como el cinturon de seguridad si no hacen clic nunca estaras a salvo,Non-depressed,16,negative,others
 cuando alguien tiene el coraje de admitir que no se como hacer esto debemos por lo menos recompensarlo con una respuesta david law,Non-depressed,23,neutral,others
 si quieres lograr algo en este mundo tienes que hacerte a la idea de que no le gustaras a todo el mundo,Non-depressed,22,positive,others
 el liderazgo no debe ser un rango o una posición para ser ocupado el liderazgo es un servicio para ser dado,Non-depressed,21,neutral,others
 Recuerdo la historia del cereal recientemente y el valor real de ser amable con los demás.,Non-depressed,16,neutral,others
 ideas sin relaciones sean solo académicos relaciones sin ideas sean solo red phil lader,Non-depressed,14,neutral,others
 direcciones ser instrucciones dar para explicar cómo dirección ser una visión ofrecer para explicar por qué,Non-depressed,16,neutral,others
 una definición de éxito y cómo encontrar su por qué todo en la entrevista que hago con léalo aquí,Non-depressed,19,neutral,others
 la grandeza no se deriva de un éxito sino de la perseverancia a través de los innumerables intentos fallidos que preceden,Non-depressed,21,neutral,others
 no podemos responsabilizarnos de nuestra acción solo después de que nos atrapen asumimos la responsabilidad en el momento en que actuamos somos marinos,Non-depressed,23,neutral,others
 si conoces a alguien que se crea victima de sus circunstancias inspíralo con este libro,Non-depressed,15,positive,others
 no podemos robarle a la gente la oportunidad de cometer errores y aprender las lecciones de cuando lo hacen,Non-depressed,19,negative,others
 no podemos ser todo para todos pero podemos ser algo para alguien,Non-depressed,12,neutral,others
"mi nuevo servicio de atención al cliente favorito sin cargo para actualizar una membresía, pero con un cargo de 50 para degradarla",Non-depressed,22,neutral,others
 tres pasos para comunicar su visión de una manera que todos puedan entender claramente,Non-depressed,14,neutral,others
" a menos que eliminemos nuestra cuenta antes del 16 de enero, Instagram se otorga el derecho de vender nuestras fotos sin nuestro permiso",Non-depressed,23,neutral,others
" Los líderes verdaderamente efectivos e inspiradores no deben estar motivados para liderar a las personas, deben estar motivados para servirlos.",Non-depressed,20,positive,others
 palabra conmovedora de obama en el rodaje en ct mis pensamientos estén con los hermanos padres y amigos de las víctimas rip,Non-depressed,22,negative,sadness
 la pareja vive más que los solteros lo mismo para los negocios una buena asociación es mejor que hacerlo solo,Non-depressed,20,neutral,others
 de que sirve tener barriga si no hay fuego en ella despierta bebe tu pasion enciende una cerilla y ponte a trabajar,Non-depressed,22,neutral,others
 la ira sea el veneno que tomamos mientras esperamos que otros mueran compartir por adrian zackheim,Non-depressed,16,neutral,others
 los tiempos difíciles no duran la gente dura hace que la espalda de alguien sea una camiseta,Non-depressed,17,neutral,sadness
"esforzarnos para ser los mejores ser un estándar imposible, pero podemos esforzarnos todos los días para ser mejores que el día anterior",Non-depressed,22,neutral,others
 soy un tonto para una chica con un porque felicitaciones por el lanzamiento de la extinción,Non-depressed,16,positive,others
 el liderazgo no debe comunicar lo que necesita el liderazgo debe comunicar lo que puede contribuir,Non-depressed,16,positive,others
 la gente tiene que saber que te importa antes de que les importe lo que sabes gen ray,Non-depressed,18,neutral,others
 innovación no significa necesariamente invención innovación ser la aplicación de una tecnología no necesariamente la tecnología en sí misma,Non-depressed,19,neutral,others
 es mejor que trabajemos juntos y veamos avanzar nuestras ideas en lugar de trabajar solos para avanzar nuestras propias ideas,Non-depressed,20,neutral,others
 inteligencia esforzarse por saber la respuesta sabiduría esforzarse por saber por qué la respuesta importa,Non-depressed,15,positive,others
 la confianza se construye diciendo la verdad no diciendo a la gente lo que quiere oír,Non-depressed,16,neutral,others
 nuestra reputación no proviene de cómo hablamos de nosotros mismos nuestra reputación proviene de cómo otros hablan de nosotros,Non-depressed,19,neutral,others
 iré a la gala en Nueva York el 10 de diciembre únete a mí,Non-depressed,14,neutral,others
" sorpresa, toma tanto tiempo para que alguien se dé cuenta de que la funda del iphone es de alta moda, buen trabajo",Non-depressed,22,positive,others
" durante meses ha sido todo sobre los candidatos, pero hoy es nuestro día, hoy es todo sobre nosotros, salgamos y votemos.",Non-depressed,21,neutral,others
 Los líderes nos dan la oportunidad de intentar y fallar y luego nos dan otra oportunidad de intentar y tener éxito.,Non-depressed,21,neutral,others
 nunca se han gastado tantos millones de dólares para mover tan pocos votos,Non-depressed,13,negative,sadness
 debemos permanecer firmes sobre adónde iremos y ser flexibles sobre las diferentes formas de llegar allí,Non-depressed,16,neutral,others
 ¿Realmente hemos llegado a un punto en el que el tweet se superponga al programa de televisión?,Non-depressed,17,neutral,others
 cuando no sabemos algo que no necesitamos fingir que sabemos si lo sabemos nadie se ofrecería a ayudar,Non-depressed,18,negative,others
 defiéndete a ti mismo sé importante defiende a los demás sé más importante apoya a los demás sé lo más importante seré una princesa,Non-depressed,24,positive,others
" el viento realmente comenzará a levantarse aquí en DC para todos en el camino de Sandy, manténganse a salvo",Non-depressed,19,neutral,others
 los que dan hacen avanzar al mundo los que toman se hacen avanzar a sí mismos y detienen al mundo,Non-depressed,20,neutral,others
 Una cosa buena sobre el huracán Sandy es que reemplazó gran parte de la cobertura electoral cáustica.,Non-depressed,17,positive,others
 solo deja un toque con amaze company una cultura dedicada a trabajar juntos para ayudar a las personas a resolver problemas,Non-depressed,21,positive,others
 selfie en el baño les digo a todos los niños que lo hagan en estos días,Non-depressed,16,neutral,others
 ¿Por qué hay tantos que intentan impulsar la conversación cuando son las acciones las que marcan la diferencia?,Non-depressed,18,positive,others
"cuando los líderes se preocupan menos por su gente, su gente será descuidada",Non-depressed,13,negative,others
 el caos resulta cuando trabajamos para derrocar lo que no entendemos el progreso viene cuando entendemos y respetamos lo que pretendemos socavar,Non-depressed,22,negative,others
 Pasaron unos días y me asaltaron las ganas y no pude resistir. Solo tengo que publicar otra foto,Non-depressed,18,negative,others
"si conoces a un emprendedor, dale una copia del nuevo libro para ayudarlo en su viaje",Non-depressed,16,positive,others
" si solo me siento con personas que están de acuerdo conmigo y con ellos, tomaría todas mis comidas solo, cardenal dolan",Non-depressed,21,neutral,others
 volver a new york el domingo con feria para decir que ella sea la bella del baile,Non-depressed,17,positive,joy
 para triunfar hace falta mas que las ganas de ganar tambien hace falta la aceptacion de que podriamos fallar,Non-depressed,19,neutral,others
 de qué sirve ser una buena idea si sigue siendo una idea intentar experimentar iterar fallar intentar de nuevo cambiar el mundo,Non-depressed,22,neutral,others
" las nuevas ideas necesitan audiencias como las flores deben ser, sin importar cuán brillantes y coloridas morirán a menos que otros trabajen para difundirlas",Non-depressed,24,neutral,others
 mira hacia abajo desde lo más alto posible mira hacia adelante hasta donde puedas ver y luego decide qué hacer,Non-depressed,20,neutral,others
 eficiencia ser impulsado por el número innovación ser impulsado por la pasión el número nunca debe ser una justificación para restringir la pasión,Non-depressed,23,neutral,others
 la cena y la película empiezan ahora haremos pollo frito y donas mientras miramos dodgeball entra aquí si puedes esquivar una llave inglesa,Non-depressed,23,neutral,others
 estará en vivo a las 4 p.m. digo mientras estoy en la cama todavía en una toalla,Non-depressed,17,neutral,others
 vive ahora con el nuevo juego que estará en beta abierta y lo probaremos ven a desafiarme a algunos juegos,Non-depressed,20,neutral,others
 nunca habrá otra película como el diario de la princesa y paso mucho tiempo lamentando esa idea,Non-depressed,17,negative,sadness
" mis instagrams obtienen un bocado de una actualización, estás listo para ello",Non-depressed,12,neutral,others
 pasar todo el día grabando un vlog solo para descubrir ahora que el audio se estropea y se oscurece,Non-depressed,19,negative,others
" Estoy abrumado, gracias a todos los que donan, miran retuiteados o apoyan de alguna manera.",Non-depressed,15,neutral,joy
 ve en vivo ahora con el primer episodio de la cena y una película haremos comida de las noches de talladega ven ahora,Non-depressed,23,neutral,others
 a alguien más le cuesta conseguir que su hijo se vaya a la cama,Non-depressed,14,neutral,others
" Hola, ¿puedo tener algo de dinero para comprar algo de bitcoin pwwwwease?",Non-depressed,12,neutral,others
 entra en vivo ahora para vencer a algunos streamers de twitch que no son tan buenos como yo en el póquer lolololololol,Non-depressed,22,positive,others
me gustan los vlogs me siento peor por decirlo en voz alta pero también mejor me cura 1 me gusta 1 oración,Non-depressed,22,neutral,others
 ven a jugar al póquer conmigo y mis amigos en vivo ahora,Non-depressed,12,neutral,others
 eres tú dmca o puedo escuchar tu música en mi transmisión de contracción,Non-depressed,13,neutral,others
" Todavía está prohibido en Instagram, así que aquí hay una foto en tu línea de tiempo.",Non-depressed,16,neutral,others
" Yo, ¿dónde diablos está mi horno de horneado fácil? Pasarán semanas. No tengo forma de hornear sin él.",Non-depressed,18,neutral,others
" Oye, me doy cuenta de que ambos corremos a toda velocidad, Mario, deberíamos correr, creo que sería un momento divertido y saludable.",Non-depressed,22,positive,others
 perro sentarse ir bien creo que se gustan el uno al otro,Non-depressed,12,neutral,others
 ven a jugar al póquer conmigo y mis amigos en vivo ahora,Non-depressed,12,neutral,others
 mi editor lo hace muy bien en esto si quieres ver algo del plan que entra en el asado,Non-depressed,19,positive,others
 oh nooooo nadie me apostó a publicar una foto de mi trasero mi novio lo odiaría oh espera,Non-depressed,18,negative,others
tan pronto como vi el trabajo no pude evitar pedir una comisión espero que esto haga que tu día sea mejor disfruta,Non-depressed,22,positive,others
" Odio el día de la madre ahora, pero Dios, te amo tanto, abraza a tu madre muy fuerte hoy.",Non-depressed,19,negative,others
" ¿Le pedirás a tus seguidores que te escriban un poema? Quiero leer las respuestas, por favor.",Non-depressed,16,neutral,others
 ir a vivir ahora con mi único amigo y luego jugaré la liga con mi otro amigo,Non-depressed,17,neutral,others
 vive ahora con egirl rechaza el podcast y siéntete cómodo en mi,Non-depressed,12,neutral,others
 día de pago de la aplicación de efectivo el uno comienza ahora en el canal de contracción,Non-depressed,17,neutral,others
 Me emociona anunciar que me asocio con el código de uso qtcinderella al finalizar la compra,Non-depressed,16,neutral,joy
 rudo jugador caliente como el infierno rey de contracción horneado de galletas de apoyo intente lo mejor,Non-depressed,17,neutral,others
" Felicidades, no es suficiente, todos lo recompensan con algunas fotos de perros, increíblemente orgulloso, se siente fuerte.",Non-depressed,17,positive,joy
 solo un gato tratando de averiguar por qué no puede morder una cinta,Non-depressed,13,neutral,others
" toda mi línea de tiempo se trata de diferentes maneras de tomar el control del mundo, te apoyamos, vete, chica",Non-depressed,20,neutral,others
 hacer un lindo pastel de conejito con hoy felices pascuas a todos,Non-depressed,12,positive,joy
 ir a vivir con core a las 2 p. m. hora estándar del Pacífico me encanta jugar con mis amigos,Non-depressed,20,positive,others
 hornea un pastel mágico de la reunión inspira ahora mismo lorehold hornear 101 ven a verlo,Non-depressed,16,positive,joy
la mayoría de las chicas con las que duermo duermo con el novio de mi novio,Non-depressed,16,neutral,others
 2 millones de seguidores en twitch 100.000 suscriptores en twitch el mejor trasero de internet ¿qué no puede hacer este hombre?,Non-depressed,21,neutral,others
 mi hipocondría de combustible ocd vuelve a colarse en mi vida como,Non-depressed,12,negative,others
" si eres un streamer amigo mío, también conocido como no pokimane y alguna vez quieres un pastel de cumpleaños hmu",Non-depressed,20,neutral,others
"sabemos que no todos los hombres son inseguros, pero todas las mujeres se sienten inseguras",Non-depressed,15,negative,others
 Centrarse en las mujeres ejecutar podcast el año pasado animar a estas perras rudas y a muchas otras por ahí.,Non-depressed,20,neutral,others
 revisa mi insta para verlo lleno de salud porque lee en internet jesucristo mi corazón se siente cálido nunca sabrás cuánto significa,Non-depressed,22,neutral,others
 sintonice la transmisión hoy 35 a las 7 p. m. pst para verme jugar blade amp soul revolution,Non-depressed,18,neutral,others
 ve a ver esto ahora déjame saber cuánto estás de acuerdo con cada una de mis elecciones,Non-depressed,17,neutral,others
"Se supone que debo transmitir en vivo hace muchos minutos, pero no puedo dejar de ver la transmisión.",Non-depressed,18,neutral,others
" señoras, no quiero tener que ser yo quien les diga esto, pero plant girl sea la nueva chica caballo",Non-depressed,19,neutral,others
 alguna sugerencia sobre el próximo pastel de videojuegos que debería hacer en la transmisión,Non-depressed,14,neutral,others
 hoy hago ejercicio por favor dame un refuerzo positivo asi lo hare de nuevo si soy asi de patético,Non-depressed,19,neutral,others
 accidentalmente me topé con conspiracy tik tok y ahora me lo creo todo,Non-depressed,13,neutral,surprise
 este podría ser mi mejor video y ninguno de ustedes puede verlo 1 ver uno bendición considerarlo,Non-depressed,17,neutral,others
 Estaré atrasado en el tweet de la torta. Esta es mi versión de la torta monstruosa de Breath of the Wild.,Non-depressed,21,neutral,others
"sé que están sucediendo muchas cosas en este momento y no pretendo agregarlas, pero ludwig arrojó a mi gato al inodoro",Non-depressed,21,neutral,others
 una lección conmigo y ella ya será un wgm buena suerte para mi co-entrenador trate de llevarla por favor,Non-depressed,19,neutral,others
" para todos los que están enojados porque no están en la foto de año nuevo, lo intentamos",Non-depressed,17,negative,others
 Me mantengo fuera del drama del servidor oxidado porque tengo demasiada ansiedad social para unirme.,Non-depressed,15,negative,others
"Hola, gracias por todo lo que haces por mi canal en 2020, no podría haberlo hecho sin ti.",Non-depressed,18,neutral,others
 ¿Por qué no tienes un video de King Rook Endgame? Arruinarás mi vida.,Non-depressed,13,negative,sadness
 tenemos nieve para navidad y este conejito de nieve no podría estar más feliz,Non-depressed,14,positive,joy
 este hombre es tan gay como parece y aún tendrá más coño que tú,Non-depressed,14,negative,others
" sé que puede no parecer mucho, pero finalmente llegó a 100 mil en youtube, todo",Non-depressed,15,neutral,others
 tos tos solo tu serpentina de ajedrez profesional promedio obtener cita en el periódico 800 rata ven a mí,Non-depressed,19,neutral,others
 alguien más tira dinero a tus problemas en lugar de tirarles terapia,Non-depressed,12,neutral,others
 ¿Puedes adivinar quién está a la cabeza? Ser rápido por mucho. Todavía hay tiempo.,Non-depressed,14,neutral,others
"Yo, todos obtenemos por lo correcto, jajaja, bajemos todos juntos, jajaja, sea divertido, hombre, tú, chico, sé el mejor, te amo",Non-depressed,21,positive,joy
 si vas a odiarme por favor al menos odia mírame necesito la vista,Non-depressed,13,neutral,others
" No pongo los cimientos del entretenimiento para que las chicas lloren. Vamos, señoras, tomen un poco de calor.",Non-depressed,18,neutral,others
 ir en vivo ahora wow hora de la noche no querrás perderte esto,Non-depressed,13,neutral,others
 me temo que si le hago twitter a mi gato su cuenta también me pasara en seguidores,Non-depressed,17,neutral,others
 tratar de encontrar a mi gato todas las mañanas ser uno de mis pasatiempos menos favoritos,Non-depressed,16,neutral,others
 muchas gracias por la fiesta me encanta pasar el rato con todos mis amigos,Non-depressed,14,positive,joy
 hazlo un jueves me has jodido sigo pensando que ahora es sábado,Non-depressed,12,negative,others
 en odio tu juego de mierda de perro de mierda porque soy una mierda de perro para ellos eso es todo gracias,Non-depressed,22,negative,anger
 gracias por sostener mi bola de fuego mientras juego la liga cada juego perdido 1 tiro bueno que pierdo mucho,Non-depressed,20,neutral,others
"Me despierto con una ansiedad horrible, supongo que es un día de té, no de café.",Non-depressed,16,negative,others
 voy a ser una computadora para halloween para que mi novio realmente me preste atención,Non-depressed,15,neutral,others
 le envío la foto de mis pies y él todavía no jugará con nosotros,Non-depressed,14,neutral,others
" Oye, ¿quieres jugar conmigo en silencio ahora mismo? Puedes tomar el lugar de Minx",Non-depressed,14,neutral,others
" ya no me importa ponerme al día con la cuenta alternativa de minxs, por favor solo consígueme 800 seguidores más no más",Non-depressed,22,neutral,others
 cad en venta última vez camina hacia mí finge amarme muerde mi pie aléjate,Non-depressed,14,negative,others
 este es el único consejo que necesitas cuyos pies preferirías que te acaricien la cara por la noche pide fotos si es necesario,Non-depressed,23,neutral,others
" Oye, iré a elegir un bonito disfraz para ti para Halloween, pero luego recuerdo que ya te sientes solo.",Non-depressed,19,neutral,others
" joder, me acabo de dar cuenta de que soy el ringo starr",Non-depressed,12,negative,surprise
 cada mañana me despierto y alt twitter todavía tengo más seguidores que yo me siento como un día más cerca del infierno,Non-depressed,22,negative,others
 todo lo que tiene que hacer para acostarse pregúntele a su ouija que lo acompañe,Non-depressed,15,neutral,others
" No sé cómo tomar selfies, pero sí sé cómo beber una bola de fuego que se pondrá en marcha pronto en Twitch.",Non-depressed,22,neutral,others
 llegar a apreciar un buen aspecto gilipollas mantener privado el historial de su navegador,Non-depressed,14,neutral,others
 aquí extienda la verdad en el debate como cada 58 hombre dice que en realidad tiene 6,Non-depressed,17,neutral,others
 lanzamiento de onlyfans una vez que este twitter llegue a 10 mil de seguimiento,Non-depressed,14,neutral,others
 ayudar a trabajar por cuenta propia opciones de seguro de salud alguien tiene algún consejo,Non-depressed,15,neutral,others
 feliz día nacional del novio espero que mi esposo no vea esto,Non-depressed,12,positive,joy
 no soy un mod pero me gustaria que mizkif me diera dinero,Non-depressed,12,neutral,others
 burro tener un bebé con un dragón de culo caliente ni siquiera puedes conseguir una novia deja que eso se hunda,Non-depressed,21,negative,others
 el chico puede encontrar diamantes en minecraft en cuestión de minutos pero aún no puede encontrar el clítoris,Non-depressed,18,neutral,others
" si quieres ver cómo hago mi pastel realmente genial entre nosotros, mira esta pistola con el dedo",Non-depressed,17,positive,others
" tenemos que trabajar en sus habilidades de coqueteo. Ahora tendré una fecha de reserva para, en cambio, déjame saber si estás interesado.",Non-depressed,22,neutral,others
" Hombre, sería un gran streamer si no fuera por mi depresión clínica, intensa ansiedad social y autodesprecio constante.",Non-depressed,18,negative,others
 no puedo esperar para jugar al ajedrez en el torneo de hoy,Non-depressed,12,neutral,others
 miro el partido de hoy sueño de lo que podría haber sido si no me equivoco con mi reina,Non-depressed,19,neutral,others
" Joder, estoy tan nervioso que accidentalmente me convierto en una sudorosa virgen del ajedrez, somos lo que odiamos.",Non-depressed,18,negative,surprise
 no te preocupes listo para mañana estar molido literalmente todo el día xd me encanta este juego,Non-depressed,17,positive,joy
podcast de amas de casa esta noche con invitado especial en vivo en 1 hora,Non-depressed,15,neutral,others
" hey, prepárate para convertirte en las dos seguidas nos vemos en la cancha",Non-depressed,13,neutral,others
" mi familia nunca pensó que podría lograrlo como jugador profesional, tienen razón",Non-depressed,12,neutral,others
" está bien, es hora de comprar ropa linda y ser una chica linda, por favor, vincula tu tienda en línea favorita, linda, por favor.",Non-depressed,24,neutral,others
 hey más como ir a buscar jugar nos vemos en el nerd cuadrado blanco y negro en vivo a las 300 p.m.,Non-depressed,22,neutral,others
 lasaña mi hombre dick golpeó la parte posterior de mi garganta muy bien,Non-depressed,13,negative,others
" para cualquiera que se pierda el podcast de amas de casa, estará aquí para vivir en la infamia",Non-depressed,18,negative,others
 verdaderas amas de casa de contracción esta noche a las 6 p.m. comente cualquier pregunta que desee que respondamos,Non-depressed,19,neutral,others
 diviértete mucho juega entre nosotros con muchas chicas geniales además de follar,Non-depressed,12,positive,joy
" mis padres no crían a un desertor, crían a una gran perra bebé",Non-depressed,13,negative,others
 iniciar un único fan así que me alegro de ser un buen fotógrafo,Non-depressed,13,positive,joy
 partir de hoy ya no seré conocida como la novia de ludwigs sino como la novia de geng ludwigs,Non-depressed,19,neutral,others
" hago el pastel desde el portal, esto será un triunfo, escribiré una nota aquí, un gran éxito, será difícil exagerar mi satisfacción",Non-depressed,22,positive,joy
 Tengo que esperar para finalmente recibir una invitación a un evento ayer. Me comunico con mi favorito. Ambos creemos que lo haré muy bien.,Non-depressed,24,positive,others
" esto es muy importante para muchos de nosotros en este momento, incluso si no cree que necesite escucharlo, por favor escuche",Non-depressed,21,neutral,others
" esto solo en cenicienta en una demanda acusada de ser un ethot, revise las fotos del documento legal como referencia",Non-depressed,20,neutral,others
ayuda a este hombre a acosar a mi hijo debemos hacer algo al respecto,Non-depressed,14,negative,others
 necesito un novio con un pene más pequeño no puedo sentir mis piernas hoy,Non-depressed,14,neutral,others
 alguien solo dígame que el plan b no sea una vitamina diaria no puedo creer que me mentiría,Non-depressed,18,negative,others
" mi maldita reina, aquí está tu corona, creo que la dejas caer",Non-depressed,12,negative,others
 esto debería ir bien no te pierdas nuestra primera transmisión juntos esta noche a las 6 p.m.,Non-depressed,17,neutral,others
" no obtengo una sudadera de menta, así que intentaré obtener el hueso",Non-depressed,12,neutral,others
 la primera transmisión de rechazo este viernes queremos que seas parte de la competencia de fan art,Non-depressed,17,neutral,others
" ya que todos quieren mi confirmación, finalmente lo diré, yo también puedo confirmarlo y tener una cita",Non-depressed,17,neutral,others
 hay dos tipos de chicas en este mundo a cual llamas papi,Non-depressed,12,neutral,others
 Accidentalmente tomo gomitas de melatonina en lugar de mis gomitas de vitaminas.,Non-depressed,12,neutral,others
 únete al movimiento di lo que quieras sobre solo fan pero siempre he querido vivir en esta casa,Non-depressed,18,neutral,others
" solo un par de jugadores desafiantes de la liga de leyendas de todos modos, estaré disponible si buscas un jugador real",Non-depressed,21,neutral,others
 día de cuarentena 6 no he ido al gimnasio en 418 días,Non-depressed,12,neutral,others
"si la única cura para el coronavirus fuera atrapar 200 en tu carne, atrápame 200 directamente sorber tu mierda por el porque",Non-depressed,22,neutral,anger
" vaya a vivir pronto para jugar y no puedo prometer que será bueno, pero puedo prometer que será entretenido en vivo",Non-depressed,21,neutral,joy
 Yo Twitter ¿Qué es ella? Intentaré terminar como las bellezas en la parte de atrás.,Non-depressed,15,neutral,others
" Oye chico, ¿podrías ayudarme a averiguar si esta chica me intimida o coquetea conmigo?",Non-depressed,14,neutral,others
 planeo ir a europa por primera vez en mi vida corona virus,Non-depressed,12,neutral,surprise
" si él te regaña cuando dices bicho raro en público, serás un bicho raro",Non-depressed,14,negative,others
" Tengo muchas ganas de ser divertido en Twitter, pero resulta que también tienes que ser divertido en la vida real.",Non-depressed,20,neutral,others
" no te preocupes chico, tengo mis cristales de mercurio, estoy en gatorade y soy géminis, nunca tendré el virus corona",Non-depressed,20,neutral,others
 Me encanta cuando le dice a la gente que soy una perra tonta y que piensa en mí.,Non-depressed,18,negative,anger
" todo el mundo siempre habla de góticas de grandes tetas, pero ¿qué pasa con todas las góticas de tetas pequeñas?",Non-depressed,20,neutral,others
mi cita caliente y yo excepto que no tengo una cita caliente y comeré aquí solo,Non-depressed,16,neutral,others
" de todo lo que tengo, lo siento mucho por el truco, por favor, perdóname mi reina uwu",Non-depressed,17,negative,others
